1,ヤスカワショウゴ 
2,野田サトル
3,伏瀬
4,原哲夫
5,宮川サトシ
6,高橋 陽一
7,高山カツヒコ
8,田畠裕基
9,電撃マオウ
10,石田スイ
11,八坂アキヲ
12,蝉川夏哉  
13,寺澤善徳
14,三浦しをん
15,萩原天晴
16,恵比須清司
17,特雷西胡
18,広井王子
19,瀬尾つかさ
20,鴨志田一
21,matoba
22,月島総記
